Example	Perfect	Aspect	Transitivity	Lex_group	Location	Gender
ma onA je dolazIla i gOre u 	AUX	not_perf	intrans	non_modal		
štA ponesE bIbaa kad je Išla 	AUX	not_perf	intrans	non_modal		
ne ne ne nOću kad su Išli ljUdi onO nEšto strAšno Aj prIčaj kad se povampIri čOvek 	AUX	not_perf	intrans	non_modal		
čEtri kutIje ((?)) səs sImu smo Išli 	AUX	not_perf	intrans	non_modal		
svE sam jA ••• Išlo Išlo Išlo 	AUX	not_perf	intrans	non_modal		
svE sam jA ••• Išlo Išlo Išlo 	AUX	not_perf	intrans	non_modal		
svE sam jA ••• Išlo Išlo Išlo 	AUX	not_perf	intrans	non_modal		
pa ((?)) •• ((XXX)) onE • nEsu Išli u vodenIcu 	AUX	not_perf	intrans	non_modal		
i dE god bilA igrAnka • mOja pObeda bila Išla sam • i u vrbIcu 	AUX	not_perf	intrans	non_modal		
i svE ••• svUd smo Išli i svUd je tUj 	AUX	not_perf	intrans	non_modal		
Išla sam • kod frIzera te mi nafrizerisAli kOsu 	AUX	not_perf	intrans	non_modal		
i takOj onAm bAva dAra je u nosIla u ljUljḱe onO nE imAlo sIne Ozila pa smo pEšḱe Išli •••• pa znAš u petrOvdan d Ima cRkva u dOlnje zUniće 	AUX	not_perf	intrans	non_modal		
i tUj smo Išli na petrOvdan se slavIlo mlOgo lEpo i tAm bilO 	AUX	not_perf	intrans	non_modal		
Ednu gOdin kad sam jA dOšla u šerbAnovci mI smo Ednu gOdin Išli u tAj petrOvdan i pOsle se manUmo ne idOmo vIše •• ali lEpa cRkva i tAm 	AUX	not_perf	intrans	non_modal		
Išli smo u škOlu • u valEvac nEsmo u ••• 	AUX	not_perf	intrans	non_modal		
kAd sam jA Išla •• Oo • pa kakO • tAblica pa 	AUX	not_perf	intrans	non_modal		
a tƏg smo Eto od imAnje živEli pa smo si živEli 	AUX	not_perf	intrans	non_modal		
a tƏg smo Eto od imAnje živEli pa smo si živEli 	AUX	not_perf	intrans	non_modal		
u valEvsku škOlu • smo Išli 	AUX	not_perf	intrans	non_modal		
o vAšari smo Išli vEčerom na vAšari 	AUX	not_perf	intrans	non_modal		
al tOj na svEti ilIju smo Išli sAmo nesmO na drUgi vAšari •• Išli 	AUX	not_perf	intrans	non_modal		
al tOj na svEti ilIju smo Išli sAmo nesmO na drUgi vAšari •• Išli 	AUX	not_perf	intrans	non_modal		
mUka se živElo •• al Ete tOj smo takvO slavIli 	AUX	not_perf	intrans	non_modal		
u dimItrov grAd • ne pIrot • smo Išli 	AUX	not_perf	intrans	non_modal		
tOj sam bIla naučIla nEsam Išla nIgde da Učim a mAti mi Išla u bUčje imAla nEka 	AUX	not_perf	intrans	non_modal		
i u pOlje kƏd smo Išli 	AUX	not_perf	intrans	non_modal		
mUka si se živElo i odƏvna i • sƏg 	AUX	not_perf	intrans	non_modal		
sIgurno smo pričAli ((laugh)) ako smo umejAli • ovakvO səm Išla čEtri gOdine 	AUX	not_perf	intrans	non_modal		
pa je Išlo za r Išlo pu 	AUX	not_perf	intrans	non_modal		
pa je Išlo za r Išlo pu 	AUX	not_perf	intrans	non_modal		
sEdnemo na ona onUj kUqu smo onAm živEli ne ovdE ovAj nE bilA 	AUX	not_perf	intrans	non_modal		
pa smo ovAj plAc ovdE kupIli pa smo se ovdE doselIli i ovdEkaj gOre smo živEli u vR selO 	AUX	not_perf	intrans	non_modal		
i igrAli smo E pOsle Išli smo u omladInski dOm poslAli ni tUj i tUj smo igrAli i tUj ni snimuvAli 	AUX	not_perf	intrans	non_modal		
i nIšta me ne zabolE samo prekO nOḱ me •• zAbole stomAk i zAbole i trI dAna sam •• Išla na stolIcu kRv • tOj takO a ne bolI me nIšta 	AUX	not_perf	intrans	non_modal		
onI su živEli vIše ovdEka kod mEn onO mojI živU u skOpljə sIne 	AUX	not_perf	intrans	non_modal		
tOj nEma srEda nEma sUbota da jA nEsam Išla na pIjac ali smo radEli imAli 	AUX	not_perf	intrans	non_modal		
pa dObro a jEl nesI tI dolazIla jedanpUt ovdEkaj 	AUX	not_perf	intrans	non_modal		
a dolazIla je dolazIla je Ednu vEčer tU je sedEla kod mEne dUgo 	AUX	not_perf	intrans	non_modal		
a dolazIla je dolazIla je Ednu vEčer tU je sedEla kod mEne dUgo 	AUX	not_perf	intrans	non_modal		
e pa dolazIli dolazIli ovdEkaj kod mEne • a jedanpUt me i snimuvAli samo 	AUX	not_perf	intrans	non_modal		
e pa dolazIli dolazIli ovdEkaj kod mEne • a jedanpUt me i snimuvAli samo 	AUX	not_perf	intrans	non_modal		
i jA sam jo ovdE pokazuvAl onA ga snimuvAla ((laugh)) tO devOjče što je dolAzilo 	AUX	not_perf	intrans	non_modal		
pə dObro kakvO radEli smo u poljoprIvredu sam Išla najvIše tOj takOj 	AUX	not_perf	intrans	non_modal		
u škOlu sam Išla dn/ bilA sam dObar đAk nIsam bIla poslEdnja sve sam imAla petIce u škOlu hU hU 	AUX	not_perf	intrans	non_modal		
zaštO smo pa Išli dOle jA nE znam imAlo tAg nEka vOjska 	AUX	not_perf	intrans	non_modal		
nEje nE bIlo lOše •• i znAm znAm kad su dodal/ dolazIli partizAni 	AUX	not_perf	intrans	non_modal		
ovAk • smo živEli dObro i tOj •• i s parU gde da zaradIš i svE se tO imAlo prodavAlo se svE tOj 	AUX	not_perf	intrans	non_modal		
a gdE kad su Išli 	AUX	not_perf	intrans	non_modal		
živEli smo si onAk mIrno dobrO •• nIko samo pRvi pUt kad sam naIšli a mI smo tAg bežAli 	AUX	not_perf	intrans	non_modal		
Ou zvOnko je mlOgo dObar •• pAmetan •••• i kUlturan čovEk •••• pa znAči kad je On i tOj devOjče dolazIli ovdE tI si bilA tAd kod rAdu 	AUX	not_perf	intrans	non_modal		
nE ovdEk si ((?)) •• tUj si nnn gde si mi ogrAdeno gde tUj ba • po bRdo nesmO •• Išli na gOre da berEmo • kao što se Ide po plAnine pa bEru nesmO 	AUX	not_perf	intrans	non_modal		
pa smo ovAj plAc ovdE kupIli pa smo se ovdE doselIli i ovdEkaj gOre smo živEli u vR selO 	AUX	not_perf	intrans	non_modal		
i igrAli smo E pOsle Išli smo u omladInski dOm poslAli ni tUj i tUj smo igrAli i tUj ni snimuvAli 	AUX	not_perf	intrans	non_modal		
i nIšta me ne zabolE samo prekO nOḱ me •• zAbole stomAk i zAbole i trI dAna sam •• Išla na stolIcu kRv • tOj takO a ne bolI me nIšta 	AUX	not_perf	intrans	non_modal		
onI su živEli vIše ovdEka kod mEn onO mojI živU u skOpljə sIne 	AUX	not_perf	intrans	non_modal		
tOj nEma srEda nEma sUbota da jA nEsam Išla na pIjac ali smo radEli imAli 	AUX	not_perf	intrans	non_modal		
pa dObro a jEl nesI tI dolazIla jedanpUt ovdEkaj 	AUX	not_perf	intrans	non_modal		
a dolazIla je dolazIla je Ednu vEčer tU je sedEla kod mEne dUgo 	AUX	not_perf	intrans	non_modal		
a dolazIla je dolazIla je Ednu vEčer tU je sedEla kod mEne dUgo 	AUX	not_perf	intrans	non_modal		
e pa dolazIli dolazIli ovdEkaj kod mEne • a jedanpUt me i snimuvAli samo 	AUX	not_perf	intrans	non_modal		
e pa dolazIli dolazIli ovdEkaj kod mEne • a jedanpUt me i snimuvAli samo 	AUX	not_perf	intrans	non_modal		
i jA sam jo ovdE pokazuvAl onA ga snimuvAla ((laugh)) tO devOjče što je dolAzilo 	AUX	not_perf	intrans	non_modal		
pə dObro kakvO radEli smo u poljoprIvredu sam Išla najvIše tOj takOj 	AUX	not_perf	intrans	non_modal		
u škOlu sam Išla dn/ bilA sam dObar đAk nIsam bIla poslEdnja sve sam imAla petIce u škOlu hU hU 	AUX	not_perf	intrans	non_modal		
zaštO smo pa Išli dOle jA nE znam imAlo tAg nEka vOjska 	AUX	not_perf	intrans	non_modal		
nEje nE bIlo lOše •• i znAm znAm kad su dodal/ dolazIli partizAni 	AUX	not_perf	intrans	non_modal		
ovAk • smo živEli dObro i tOj •• i s parU gde da zaradIš i svE se tO imAlo prodavAlo se svE tOj 	AUX	not_perf	intrans	non_modal		
a gdE kad su Išli 	AUX	not_perf	intrans	non_modal		
živEli smo si onAk mIrno dobrO •• nIko samo pRvi pUt kad sam naIšli a mI smo tAg bežAli 	AUX	not_perf	intrans	non_modal		
Ou zvOnko je mlOgo dObar •• pAmetan •••• i kUlturan čovEk •••• pa znAči kad je On i tOj devOjče dolazIli ovdE tI si bilA tAd kod rAdu 	AUX	not_perf	intrans	non_modal		
nE ovdEk si ((?)) •• tUj si nnn gde si mi ogrAdeno gde tUj ba • po bRdo nesmO •• Išli na gOre da berEmo • kao što se Ide po plAnine pa bEru nesmO 	AUX	not_perf	intrans	non_modal		
lEpo smo si žIveli 	AUX	not_perf	intrans	non_modal		
i jA sam si Ostala sam pa sam si rAdila imOvinu pa sam u nAdnicu Išla 	AUX	not_perf	intrans	non_modal		
stoČ mo čuvAli ovcO o tOjga smo živEli 	AUX	not_perf	intrans	non_modal		
ako su Išli nƏši Išli pUtem mI smo bRzo o do drUm 	AUX	not_perf	intrans	non_modal		
ako su Išli nƏši Išli pUtem mI smo bRzo o do drUm 	AUX	not_perf	intrans	non_modal		
a u Ako smo u salO žIveli ovdE njIva p Imala pšenIca 	AUX	not_perf	intrans	non_modal		
jAo mAni ne pItaj svekrvA kakO je živEla imAla stArca 	AUX	not_perf	intrans	non_modal		
da li je za nEku držAvu nEgde Išlo kO zna mOžda i 	AUX	not_perf	intrans	non_modal		
dolazIli su tAm dok sam bilA 	AUX	not_perf	intrans	non_modal		
a kakO ti je bilO kAd si Išla u škOlu 	AUX	not_perf	intrans	non_modal		
i tUj su Išli ljUdi ta praIli 	AUX	not_perf	intrans	non_modal		
i živEli smo krAsno 	AUX	not_perf	intrans	non_modal		
tAg smo mI takOj živEli 	AUX	not_perf	intrans	non_modal		
tUj imAlo i bIoskop pa su dOla/ dolazIli 	AUX	not_perf	intrans	non_modal		
kA da su žIveli ljUdi u plAninu pa dOšli pOsle 	AUX	not_perf	intrans	non_modal		
živEla sam mUčno 	AUX	not_perf	intrans	non_modal		
mI smo kO tItou nekadA živEli 	AUX	not_perf	intrans	non_modal		
dobrO smo žIveli kOd nEmci nEḱu da rEknem 	AUX	not_perf	intrans	non_modal		
jao bEdno se živElo znAš kakO bilI smo 	AUX	not_perf	intrans	non_modal		
e pa lOše se žIvelo je l ti kAžem vRlo lOše se žIvelo štO nEma 	AUX	not_perf	intrans	non_modal		
sOlidno živEli el mOji su imUćniji bIli 	AUX	not_perf	intrans	non_modal		
i Oni su Isto dObro žIveli 	AUX	not_perf	intrans	non_modal		
tAko smo pOsle žIveli bez slUga 	AUX	not_perf	intrans	non_modal		
e kad smo Išli Ipli smo tAmo prEma pIrot u tAj krAj 	AUX	not_perf	intrans	non_modal		
e Onda smo sa kOnjima Išli 	AUX	not_perf	intrans	non_modal		
nEgo tO je mOralo tAko se žIvelo 	AUX	not_perf	intrans	non_modal		
dOlazi mi nEki lekAr iz nIš Išli smo Isto On 	AUX	not_perf	intrans	non_modal		
prolAzio je tAmo i dolAzio je nOćas i svE ovO okrUžio 	AUX	not_perf	intrans	non_modal		
jA sam Odma zagrAdio i On dolAzio i prOšlu nOć i Ovu nOć sAd dolAzio nOćas 	AUX	not_perf	intrans	non_modal		
tUj su tUrci žIveli 	AUX	not_perf	intrans	non_modal		
el onE su ljUdi žIveli 	AUX	not_perf	intrans	non_modal		
e pa lOše se žIvelo je l ti kAžem vRlo lOše se žIvelo štO nEma 	AUX	not_perf	intrans	non_modal		
sOlidno živEli el mOji su imUćniji bIli 	AUX	not_perf	intrans	non_modal		
i Oni su Isto dObro žIveli 	AUX	not_perf	intrans	non_modal		
tAko smo pOsle žIveli bez slUga 	AUX	not_perf	intrans	non_modal		
e kad smo Išli Ipli smo tAmo prEma pIrot u tAj krAj 	AUX	not_perf	intrans	non_modal		
e Onda smo sa kOnjima Išli 	AUX	not_perf	intrans	non_modal		
nEgo tO je mOralo tAko se žIvelo 	AUX	not_perf	intrans	non_modal		
dOlazi mi nEki lekAr iz nIš Išli smo Isto On 	AUX	not_perf	intrans	non_modal		
prolAzio je tAmo i dolAzio je nOćas i svE ovO okrUžio 	AUX	not_perf	intrans	non_modal		
jA sam Odma zagrAdio i On dolAzio i prOšlu nOć i Ovu nOć sAd dolAzio nOćas 	AUX	not_perf	intrans	non_modal		
tUj su tUrci žIveli 	AUX	not_perf	intrans	non_modal		
el onE su ljUdi žIveli 	AUX	not_perf	intrans	non_modal		
dOkle jA nesAm bIla rAnije se živElo od stOku 	AUX	not_perf	intrans	non_modal		
nEgo pOsle Ednu nEdelju smo Išli ta smo jEli tAm i dOkle gOd se ne pOkvari 	AUX	not_perf	intrans	non_modal		
pA kakO sam živEla nEkad 	AUX	not_perf	intrans	non_modal		
a Išla sam čEtri gOdin u čItluk u škOlu 	AUX	not_perf	intrans	non_modal		
e pa kakO se živElo kOj kakO e mOgal kOj kakvO imAl takOj se živElo 	AUX	not_perf	intrans	non_modal		
bilI rAdnici onI svI i pOsle rAta radEli pa su i živEli 	AUX	not_perf	intrans	non_modal		
i tekOj smo živEli 	AUX	not_perf	intrans	non_modal		
i tOj sam Išla ćuštIcu da predEm od 	AUX	not_perf	intrans	non_modal		
nEki kAže bOlje smo živEli nIje Istina 	AUX	not_perf	intrans	non_modal		
nIsam Išla bIle su 	AUX	not_perf	intrans	non_modal		
((?)) o inAče stAri ljUdi nIsu Išli 	AUX	not_perf	intrans	non_modal		
trE da se dIčiš kOlko si živEla mOre ne da bOže 	AUX	not_perf	intrans	non_modal		
i takO smo živEli 	AUX	not_perf	intrans	non_modal		
ovdEk edAn lEpo smo živEli 	AUX	not_perf	intrans	non_modal		
svatovi dolAze iz žUkovac su dolazIli svAtovi tAg je bilO sas ((?)) 	AUX	not_perf	intrans	non_modal		
Išal nIje plaćAo a sAd si plAḱa redOvno 	AUX	not_perf	intrans	non_modal		
pa mOmci su dolazIli iz vasIlj 	AUX	not_perf	intrans	non_modal		
iz iz rgOšte su slAbo dolazIli iz grEznu tOj su dolazIli 	AUX	not_perf	intrans	non_modal		
iz iz rgOšte su slAbo dolazIli iz grEznu tOj su dolazIli 	AUX	not_perf	intrans	non_modal		
Evo jA sam ga nabrAla kAd sam Išla u vinOgrad pre trI dAna 	AUX	not_perf	intrans	non_modal		
takvO je se živElo jel 	AUX	not_perf	intrans	non_modal		
kO su živEli kakO su 	AUX	not_perf	intrans	non_modal		
a jA bIla gOre da im kAžem u kvOj sam kUḱu živEla 	AUX	not_perf	intrans	non_modal		
tEško sam živEla 	AUX	not_perf	intrans	non_modal		
pa nE Išal Odma ne ni znAl i onI 	AUX	not_perf	intrans	non_modal		
er jA sam živEla kOd mAḱu nesAm kOd mAjku živEla 	AUX	not_perf	intrans	non_modal		
er jA sam živEla kOd mAḱu nesAm kOd mAjku živEla 	AUX	not_perf	intrans	non_modal		
jA sam živEla kOd mAḱehu takOj rEḱi 	AUX	not_perf	intrans	non_modal		
Išla sam pEt gOdin sam Išla u škOlu 	AUX	not_perf	intrans	non_modal		
Išla sam pEt gOdin sam Išla u škOlu 	AUX	not_perf	intrans	non_modal		
a jA sam Išla Eto i sAd Idem 	AUX	not_perf	intrans	non_modal		
i nesAm ni Išla po selO onO 	AUX	not_perf	intrans	non_modal		
pa sam bilA detIšte znAješ pa bi Išla po salO 	AUX	not_perf	intrans	non_modal		
pa štO znAm Išla sam 	AUX	not_perf	intrans	non_modal		
mOre mAni Išla sam u zAjčar s kamiOn 	AUX	not_perf	intrans	non_modal		
onO bilO dobrO bilA sam mlAda pa sam lEpo živEla 	AUX	not_perf	intrans	non_modal		
živEli kakO smo mI volEli 	AUX	not_perf	intrans	non_modal		
mUčno smo Išli u škOlu 	AUX	not_perf	intrans	non_modal		
pEške smo Išli u bAlinci u škOlu jUtro otIdemo 	AUX	not_perf	intrans	non_modal		
sEćam se ljUdi su dolAzili odOzgo • iz 	AUX	not_perf	intrans	non_modal		
i tƏd smo dobIli odobrEnj • al smo Išli bAr dEset pUt 	AUX	not_perf	intrans	non_modal		
a Išal bi jA s drUštvo Ima onI drUštvo onI su oblEčeni 	AUX	not_perf	intrans	non_modal		
u srEd sEla štO se nalAzi jA sam tAd bIo studEnt pa sam Išao da 	AUX	not_perf	intrans	non_modal		
dolAze/ kOd mEne su dolazIli i vIda pokOjna dok je bIla i tOj su/ 	AUX	not_perf	intrans	non_modal		
tI si pričAla kakAv je/ • kakO smo živEli 	AUX	not_perf	intrans	non_modal		
žIvela je u nEgotin sad žIvi u bEograd 	AUX	not_perf	intrans	non_modal		
mI smo u sElo živEli znA sAd nAš gOvor 	AUX	not_perf	intrans	non_modal		
((XXX)) kUḱe u sElačko nIsmo Išli mOžda i u vIše 	AUX	not_perf	intrans	non_modal		
jA kəd smo zvAli za nAšu svAdbu jA sam Išla sa Oni kOji zOvu •• od kUḱu na kUḱu • da kAžem na ljUdi 	AUX	not_perf	intrans	non_modal		
trEba sAMo da se odUžimo •• što smo mI svUda sa mOga sUpruga Išli 	AUX	not_perf	intrans	non_modal		
i ((?)) svUd smo Išli i mI smo se • trudIli da se na ljUdi odUžimo 	AUX	not_perf	intrans	non_modal		
ali njonI rodItelji nIkad nisu dopustAla da/ onA sve kad je dolazIla kod nas onA sve krAdom dOǵe • Išla sam kod ((?)) drugArice 	AUX	not_perf	intrans	non_modal		
nIsmo sIgurni štA jA znAm kakvI su bosAnci Otkud znAm el sam Išla u bOsnu 	AUX	not_perf	intrans	non_modal		
jA znAm gdE e • jA sam Išla kod njih sAmo sam od vAs krIla 	AUX	not_perf	intrans	non_modal		
jA səm ••• i nE znam mlOgo sam Išla i ((?)) 	AUX	not_perf	intrans	non_modal		
pOsle je tOj prestAlo vIše nIsu tOj Išli 	AUX	not_perf	intrans	non_modal		
tO e Išlo Išlo Išlo sve dok ((?)) nEmci dOšli 	AUX	not_perf	intrans	non_modal		
dAli mi Išla sam na vlAšku pomAnu 	AUX	not_perf	intrans	non_modal		
mI smo i u debElicu i u marinOvac i u •• trnOvac i u drenOvac i u svAko sElo smo Išli takmičIli smo se 	AUX	not_perf	intrans	non_modal		
i mI smo mlOgo učestvovAli i mlOgo smo Išli po sEla 	AUX	not_perf	intrans	non_modal		
pOsle smo Išli u škOlu Eto 	AUX	not_perf	intrans	non_modal		
da znAm s mUža smo Išli 	AUX	not_perf	intrans	non_modal		
al al autObus je Išal svAko jUtro 	AUX	not_perf	intrans	non_modal		
smo Išli kad za pIjac na autobUs 	AUX	not_perf	intrans	non_modal		
i dobrO je živEla nEe bilA 	AUX	not_perf	intrans	non_modal		
rAsturi brE ovIja krAsno su se onI živEli 	AUX	not_perf	intrans	non_modal		
((?)) pa jA u Uli/ u Ulicu u kOju smo žIveli 	AUX	not_perf	intrans	non_modal		
tU su žIveli 	AUX	not_perf	intrans	non_modal		
((?)) do skOro smo žIveli 	AUX	not_perf	intrans	non_modal		
i Onda smo Išli ((?)) gOre pOnovo u sElo smo se vraćAli 	AUX	not_perf	intrans	non_modal		
dEte bIlo u •• četRnes gOdine takOj • takOj 	No_AUX	not_perf	intrans	modal		
jEste bIli tAmo nEkad ? 	No_AUX	not_perf	intrans	modal		
a kad nIje radEo Onda nIje bIlo bAš 	No_AUX	not_perf	intrans	modal		
ali nIje bIlo ni tAko ni ni lOše bAš u tO vrEme el vIdiš 	No_AUX	not_perf	intrans	modal		
tO svE bIlo onAko kakO ću da kAžem 	No_AUX	not_perf	intrans	modal		
a tOj bIlo u đUbre 	No_AUX	not_perf	intrans	modal		
i da bIli dvojIca ljUdi sa njEga mUž i žEna 	No_AUX	not_perf	intrans	modal		
al štA jA znAm bIli tAmo nEgde na 	No_AUX	not_perf	intrans	modal		
al mUž je dOšo od rAtište i sAznao da njEgova žEna nIje bIla krIva 	No_AUX	not_perf	intrans	modal		
da bIli nEki dvA brAta 	No_AUX	not_perf	intrans	modal		
bIla čEsto tAmo i slUžila slUšala 	No_AUX	not_perf	intrans	modal		
ali tO nEma u dAnašnje vrEme tOj bIlo nEkada odAvno 	No_AUX	not_perf	intrans	modal		
a tO bIlo Ono kad vOzili pArni i nEparni 	No_AUX	not_perf	intrans	modal		
a On Onda žIvka već bIla tOj 	No_AUX	not_perf	intrans	modal		
bIla diplomIrana i za/ zapOšljena ali Oće vOzilo da 	No_AUX	not_perf	intrans	modal		
nIje bIla bAš kUća 	No_AUX	not_perf	intrans	modal		
da Ona štA jA znAm bIla udOvica pa se preudAla za drUgoga 	No_AUX	not_perf	intrans	modal		
i slobodAnova sEstra kad bIla mAla i tU je slobodAnova tEtka 	No_AUX	not_perf	intrans	modal		
da kad Ona bIla mlAda pa njU narEdi svekRva d Ide da navAdi gradInu 	No_AUX	not_perf	intrans	modal		
tA vrAčka • što kAžeš da prIčala s vIle jEl Ona bIla sRpkinja il nIje 	No_AUX	not_perf	intrans	modal		
a štA bIlo sa tAj klAdenac 	No_AUX	not_perf	intrans	modal		
i tUj bIla stAra kUḱa 	No_AUX	not_perf	intrans	modal		
ḱe da onI • prAe •• ((?)) ovAj • vEčerom • ((?)) ov/ • #petrOjka# bIla starOjkinica 	No_AUX	not_perf	intrans	modal		
i dE god bilA igrAnka • mOja pObeda bila Išla sam • i u vrbIcu 	No_AUX	not_perf	intrans	modal		
el onogA •• bIlo kakO el ga nAprai da šlogira el • ne vAlja • mOri ga 	No_AUX	not_perf	intrans	modal		
pa ((?)) bil drUgi stArac 	No_AUX	not_perf	intrans	modal		
a mI smo mlAde • pionIri • šesnAest gOdine • ma • bIla svAdba bIlo prAznik ne obrAḱa pAžnju ni On na mEn ni jA na njEg 	No_AUX	not_perf	intrans	modal		
a mI smo mlAde • pionIri • šesnAest gOdine • ma • bIla svAdba bIlo prAznik ne obrAḱa pAžnju ni On na mEn ni jA na njEg 	No_AUX	not_perf	intrans	modal		
izmRzlo ni lOjze bIlo ma ((?)) / na špalIri 	No_AUX	not_perf	intrans	modal		
Eto tAj bIlo u bubrEg 	No_AUX	not_perf	intrans	modal		
dok bIli bAba i dEda onI se trudIli 	No_AUX	not_perf	intrans	modal		
pa ə na božIć ((?)) na bAdnju vEčer se pravIlo pOsna večEra pOsle drUgi dAn mI prAvimo blAžnu večEru i takO tO bIlo ((laugh)) 	No_AUX	not_perf	intrans	modal		
svE tOj bIlo odAvna takO sƏg • nEma kOj ni da ni poOdi nEma kOj ni da donOsi da bRčka u vAtru ((laugh)) 	No_AUX	not_perf	intrans	modal		
tAm bIl se zadomIl u bAlinci ••• ma bIlo lEpo tAm onO cRkva nam mlOgo bIla lEpa 	No_AUX	not_perf	intrans	modal		
tAm bIl se zadomIl u bAlinci ••• ma bIlo lEpo tAm onO cRkva nam mlOgo bIla lEpa 	No_AUX	not_perf	intrans	modal		
mAti lepOsava •• onI bIli žIvi kad sam jA dOšla u šarbAnovac 	No_AUX	not_perf	intrans	modal		
pa dabOme dabOme •• milIla bIla odAvna a sAg •• sAg nIšta 	No_AUX	not_perf	intrans	modal		
svE rabOtimo ••• tEško jAko bIlo ••• sƏg 	No_AUX	not_perf	intrans	modal		
a sƏg nEma •• mUka bIlo • mUka 	No_AUX	not_perf	intrans	modal		
kavAne bIlo nAjviše • pUne kavAne pevAčice Idemo glEdamo kAko pojU 	No_AUX	not_perf	intrans	modal		
pa Otkud znam • pevAčice •• tOj bIlo odAvna ((laugh)) 	No_AUX	not_perf	intrans	modal		
((cough)) od plEko bIlo • plEkano a ozdOl onOj od zemljU 	No_AUX	not_perf	intrans	modal		
tOj kəd səm jA bilA a takOj bIlo rAnije • otkUd znAm 	No_AUX	not_perf	intrans	modal		
se Ima • mAti bIla šnAjderka pa mlOgo šIla 	No_AUX	not_perf	intrans	modal		
u bEla rEku • tOj bIlo •• u bEla rEku bilO 	No_AUX	not_perf	intrans	modal		
bIlo svEe • Eto tOj da se ne otrljUje da ne pRlja • i za čarApe za mUži i 	No_AUX	not_perf	intrans	modal		
Ono ne bIlo dušEci • napUni se sa slAmu •• i 	No_AUX	not_perf	intrans	modal		
i kƏd səm bIla devOjče već jA sam svE rabotIla i na mašInu mAti me učIla 	No_AUX	not_perf	intrans	modal		
pa sUknja bIla • bilE šarenE jednE nEki praIli od • Isto tkanO pa ovdEka i vEzli dOle nEki 	No_AUX	not_perf	intrans	modal		
bIle • bIli trI decA pa 	No_AUX	not_perf	intrans	modal		
i u tƏg səm jA navIkla tUj strAnu da spIm gde mi • bIli potrOšeni 	No_AUX	not_perf	intrans	modal		
